# laser 3 log-file
# log-file start-timestamp: 07.11.2011, 20:18
# Timebase	Jitter [MHz]	setpoint [MHz]	rel. Frequency [MHz]	dev. from setpoint [MHz]	in range? [1/0]	upper bound [MHz]	lower bound [MHz]
443721992	0.273533	0	3.225721	3.225721	0	2.000000	-2.000000
443723477	0.215674	0	3.095480	3.095480	0	2.000000	-2.000000
443724852	0.438841	0	2.613825	2.613825	0	2.000000	-2.000000
443726227	0.305650	0	2.636903	2.636903	0	2.000000	-2.000000
443727670	0.146166	0	2.713532	2.713532	0	2.000000	-2.000000
443728978	0.338377	0	2.659992	2.659992	0	2.000000	-2.000000
443730408	0.261814	0	3.088317	3.088317	0	2.000000	-2.000000
443731893	0.123679	0	2.285208	2.285208	0	2.000000	-2.000000
443733323	0.323850	0	2.369259	2.369259	0	2.000000	-2.000000
443734745	0.275674	0	2.208672	2.208672	0	2.000000	-2.000000
443736057	0.255277	0	2.399757	2.399757	0	2.000000	-2.000000
443737503	0.220004	0	2.369259	2.369259	0	2.000000	-2.000000
443738831	0.290063	0	2.292722	2.292722	0	2.000000	-2.000000
443740178	0.239809	0	2.208672	2.208672	0	2.000000	-2.000000
443741520	0.159516	0	2.101615	2.101615	0	2.000000	-2.000000
443743170	0.163798	0	1.833970	1.833970	1	2.000000	-2.000000
443744545	0.369268	0	2.078654	2.078654	0	2.000000	-2.000000
443745865	0.181958	0	1.596999	1.596999	1	2.000000	-2.000000
443747296	0.520722	0	0.901276	0.901276	1	2.000000	-2.000000
443748668	0.386394	0	-0.014075	-0.014075	1	2.000000	-2.000000
443750048	0.268121	0	0.092959	0.092959	1	2.000000	-2.000000
443751421	0.142922	0	-0.324500	-0.324500	1	2.000000	-2.000000
443753566	0.249980	0	0.531962	0.531962	1	2.000000	-2.000000
443755051	0.367208	0	0.692548	0.692548	1	2.000000	-2.000000
443757007	0.336161	0	1.994557	1.994557	1	2.000000	-2.000000
443758614	0.212510	0	2.101615	2.101615	0	2.000000	-2.000000
443759518	0.219468	0	2.048086	2.048086	0	2.000000	-2.000000
443760881	0.315890	0	1.910423	1.910423	1	2.000000	-2.000000
443762366	0.210368	0	1.941028	1.941028	1	2.000000	-2.000000
443763852	0.223800	0	1.963964	1.963964	1	2.000000	-2.000000
443765502	0.261756	0	1.941028	1.941028	1	2.000000	-2.000000
443766987	0.178251	0	1.887499	1.887499	1	2.000000	-2.000000
443768447	0.156304	0	1.994557	1.994557	1	2.000000	-2.000000
443769847	0.176645	0	2.208672	2.208672	0	2.000000	-2.000000
443771332	0.224237	0	1.543482	1.543482	1	2.000000	-2.000000
443772768	0.178290	0	1.749802	1.749802	1	2.000000	-2.000000
443774137	0.141852	0	1.566326	1.566326	1	2.000000	-2.000000
443775402	0.451150	0	1.008311	1.008311	1	2.000000	-2.000000
443776722	0.342050	0	0.709864	0.709864	1	2.000000	-2.000000
443778097	0.202919	0	1.214396	1.214396	1	2.000000	-2.000000
443779472	0.390761	0	1.191624	1.191624	1	2.000000	-2.000000
443780792	0.231780	0	0.923979	0.923979	1	2.000000	-2.000000
443782113	0.120975	0	1.191624	1.191624	1	2.000000	-2.000000
